Date	AAPL	AMZN	CLAR	COLM	COST	DAL	DNKN	FSLR	GE	GOOG	GOOGL	IBM	MSFT	NFLX	NVDA	TCEHY	TMUS	TRIP	VFC	VTI	VWAGY	YELP
2012-04-24	80.040001	190.330002	9.77	23.665001	86.43	10.48	30.99	18.639999	18.788462	298.692291	300.935944	200.0	31.92	12.525714	12.82	6.122000000000001	15.92	33.380001	36.752499	70.440002	14.805	21.18
2012-04-25	87.14286	194.419998	9.82	23.985001	87.279999	10.48	31.719999	18.299999	18.701923	302.889984	305.165161	203.570007	32.200001	12.335714	13.08	5.872000000000001	15.88	33.689999	37.317501	71.480003	15.305	21.129999
2012-04-26	86.814285	195.990005	10.01	24.92	88.08000200000002	10.4	32.57	18.309999	18.865385	305.746429	308.04303	205.580002	32.110001000000004	12.152857	13.09	6.028	14.16	34.380001	38.5	72.0	16.559998999999998	21.200001
2012-04-27	86.14286	226.850006	9.95	24.305	88.690002	10.82	32.529999	18.35	19.01923	305.502991	307.797791	206.809998	31.98	11.962857	12.98	6.062	14.02	36.869999	38.549999	72.16999799999998	16.9	21.9
2012-04-30	83.425713	231.899994	9.93	23.549999	88.18	10.96	32.369999	18.4	18.826923	300.470734	302.727722	207.080002	32.02	11.448571	13.0	6.2479999999999976	14.6	37.509998	38.012501	71.800003	17.135	22.860001
2012-05-01	83.16143000000002	230.039993	9.83	23.495001	86.970001	11.05	33.040001000000004	18.42	19.038462	300.262085	302.517517	208.0	32.009998	11.622857000000002	13.23	6.3	14.26	36.529999	38.330002	72.260002	17.315001000000002	22.57
2012-05-02	83.711426	230.25	9.82	24.055	86.639999	10.87	32.77	18.209999	19.009615	301.667938	303.933929	208.059998	31.799999	11.747143	12.85	6.204	14.1	42.630001	38.927502	72.099998	17.174999	23.16
2012-05-03	83.117142	229.449997	9.58	23.514999	84.239998	10.96	32.599998	18.07	18.85577	303.535797	305.815826	207.240005	31.76	10.852858	12.63	6.327999999999999	13.8	40.900002	38.392502	71.470001	17.395	20.639999
2012-05-04	80.75	223.990005	9.11	23.355	83.389999	11.0	32.18	16.940001000000002	18.596153	296.5561830000001	298.783783	204.990005	30.98	10.448571	12.26	6.178	13.3	40.200001	37.1525	70.279999	16.915001	21.299999
2012-05-07	81.354286	225.160004	9.05	23.514999	83.150002	11.17	32.630001	17.67	18.576923	301.8120120000001	304.079071	203.75	30.65	10.492857	12.47	6.02	13.36	40.970001	36.855	70.33000200000001	16.865	21.41
2012-05-08	81.168571	223.899994	9.38	23.205	82.639999	11.17	32.869999	16.540001	18.509615	304.41507	306.7016910000001	201.479996	30.5	10.398571	12.46	5.926	13.12	41.200001	35.465	70.07	16.6	20.809999
2012-05-09	81.311432	222.979996	9.45	23.41	82.620003	10.91	32.279999	16.92	18.182692000000007	302.606842	304.879883	201.229996	30.76	10.621428	12.51	5.784	15.0	40.68	34.9925	69.650002	16.299999	20.98
2012-05-10	81.502853	226.690002	9.65	23.51	83.879997	11.03	32.84	16.09	18.35577	304.84726	307.137146	200.600006	30.74	10.345715	12.42	5.74	14.12	40.790001	34.845001	69.83000200000001	16.07	20.049999
2012-05-11	80.958572	227.679993	9.61	23.665001	84.599998	11.37	33.529999	16.139999	18.278847	300.659485	302.917908	201.169998	31.16	11.054286	13.21	5.756	14.08	41.73	34.834999	69.639999	16.23	20.27
2012-05-14	79.745712	222.929993	9.52	23.465	84.300003	11.43	32.490002000000004	16.16	17.884615	300.04846200000014	302.302307	199.440002	30.68	10.994286	13.13	5.77	13.46	41.639999	34.720001	68.849998	15.885	20.040001
2012-05-15	79.024284	224.389999	9.39	23.299999	84.58000200000002	11.17	32.299999	15.23	17.692307999999993	303.580505	305.8608700000001	199.039993	30.209999	11.068571	13.0	5.8020000000000005	12.9	42.650002	34.360001000000004	68.480003	15.72	20.799999
2012-05-16	78.011429	224.059998	9.5	23.67	84.910004	11.39	32.48	13.98	18.26923	312.432922	314.779785	199.729996	29.9	10.6	12.74	5.7	13.06	43.639999	34.5	68.160004	15.49	21.6
2012-05-17	75.73143	218.360001	9.05	23.485001	83.470001	10.41	31.41	14.92	18.153847	309.511932	311.836823	197.889999	29.719999	10.281428	12.65	5.662000000000001	12.74	41.029999	33.490002000000004	66.980003	15.235	21.27
2012-05-18	75.76857	213.850006	9.01	23.41	82.940002	10.14	31.41	13.66	18.221153	298.260101	300.500488	195.880005	29.27	9.994286	12.08	5.682	12.78	40.66	33.4575	66.41999799999999	14.99	18.639999
2012-05-21	80.182854	218.110001	9.23	23.945	83.730003	10.58	32.200001	13.83	18.384615	305.070801	307.362366	197.759995	29.75	10.248571	12.29	5.57	12.82	42.169998	34.275002	67.650002	15.27	19.299999
2012-05-22	79.567146	215.330002	8.96	24.145	83.379997	10.54	32.150002	13.6	18.442308	298.458801	300.700714	196.820007	29.76	9.672857	12.14	5.4	12.84	42.630001	34.877499	67.66999799999999	15.615	18.0
2012-05-23	81.50856800000003	217.27999900000003	9.01	24.07	83.309998	10.74	32.619999	14.26	18.442308	302.760834	305.035034	196.119995	29.110001	10.272857	12.44	5.41	12.86	45.150002	34.857498	67.790001	15.325	18.32
2012-05-24	80.760002	215.240005	9.05	24.33	84.480003	11.27	32.720001	14.22	18.509615	299.879578	302.132141	196.089996	29.07	10.038571	12.11	5.48	12.88	44.400002	35.4025	67.91999799999999	15.055	18.889999
2012-05-25	80.327141	212.889999	9.14	24.450001	84.480003	11.37	32.73	14.33	18.461538	293.85376	296.0610660000001	194.300003	29.059999	10.031428	12.4	5.5120000000000005	13.04	45.0	35.299999	67.760002	15.09	18.190001
2012-05-29	81.752853	214.75	9.27	24.26	86.639999	11.8	32.869999	14.23	18.60577	295.2496950000001	297.467468	196.460007	29.559999	9.92	12.72	5.5360000000000005	13.12	45.259998	35.884998	68.58000200000001	15.7	17.07
2012-05-30	82.738571	209.229996	8.98	24.025	85.809998	11.75	32.290001000000004	13.4	18.307692000000007	292.214417	294.409424	194.529999	29.34	9.62	12.57	5.47	12.66	43.16	35.205002	67.5	15.08	16.610001
2012-05-31	82.53286	212.910004	9.0	24.045	86.389999	12.1	32.470001	12.56	18.35577	288.553253	290.720734	192.899994	29.190001	9.062857	12.43	5.49	12.8	42.880001	35.259998	67.33000200000001	15.065	16.709999
2012-06-01	80.141426	208.220001	9.04	23.440001	85.489998	11.51	31.280001	11.77	17.826923	283.645172	285.7757870000001	189.080002	28.450001	8.992857	11.98	5.45	12.38	41.02	33.587502	65.599998	14.505	15.69
2012-06-04	80.612854	214.570007	9.07	23.514999	86.559998	10.18	31.75	12.28	17.451923	287.425568	289.5845950000001	188.539993	28.549999	9.285714	11.73	5.42	12.16	41.490002	34.040001000000004	65.540001	14.265	15.22
2012-06-05	80.404289	213.210007	8.97	23.99	86.769997	10.58	32.139999	12.65	17.538462	283.362	285.490479	189.199997	28.51	9.261429	12.07	5.398	12.32	41.09	34.497501	66.040001	14.33	15.22
2012-06-06	81.637146	217.639999	9.27	24.635	87.779999	10.61	32.759998	13.31	18.153847	288.40918	290.575562	193.990005	29.35	9.411428	12.39	5.66	12.42	42.990002	34.880001	67.58000200000001	14.795	16.459999
2012-06-07	81.674286	218.800003	9.64	24.52	88.129997	10.28	32.419998	12.84	18.26923	287.246735	289.404419	194.440002	29.23	9.234285	11.89	5.726	12.46	41.669998	34.827499	67.5	14.865	17.52
2012-06-08	82.902855	218.479996	9.89	25.045	88.739998	10.38	33.18	12.8	18.461538	288.349579	290.515503	195.139999	29.65	9.377142999999998	12.12	5.724	12.3	43.02	34.919998	68.089996	14.735	19.639999
2012-06-11	81.595711	216.5	9.64	24.635	87.910004	10.17	33.110001000000004	12.33	18.375	282.413177	284.534546	192.509995	28.9	9.0	12.26	5.824	12.0	42.939999	34.514999	67.139999	14.695	18.85
2012-06-12	82.308571	216.419998	9.73	24.955	88.5	10.04	33.700001	14.95	18.73077	280.724152	282.832825	194.550003	29.290001	9.002857	12.51	5.852	12.1	45.02	34.994999	67.870003	14.9	19.65
2012-06-13	81.737144	214.729996	9.8	24.775	87.43	10.29	33.810001	13.84	18.625	278.732117	280.825836	193.100006	29.129999	8.975715	12.18	5.796	11.8	43.43	34.52	67.370003	14.52	19.780001
2012-06-14	81.647141	214.449997	9.97	24.674999	89.83000200000002	10.45	34.779999	13.45	18.961538	277.718719	279.80481000000003	195.100006	29.34	8.951428	12.03	5.834	11.6	44.049999	34.9375	68.07	14.475	19.85
2012-06-15	82.01857	218.350006	10.0	25.09	91.440002	10.26	34.73	13.95	19.23077	280.431061	282.537537	199.100006	30.02	9.398571	12.29	5.94	11.96	44.380001	35.22750100000001	68.769997	14.82	21.129999
2012-06-18	83.682854	222.660004	9.91	25.645	92.029999	10.63	35.900002	14.47	18.990385	283.5805660000001	285.710724	198.289993	29.84	9.532857	12.4	6.01	11.54	44.91	35.2925	68.970001	14.665	21.15
2012-06-19	83.915718	224.02999900000003	9.84	26.540001	91.860001	10.91	36.779999	15.23	19.23077	288.886078	291.056061	198.929993	30.700001	9.975715	13.24	6.144	11.82	44.240002	35.607498	69.699997	15.04	21.389999
2012-06-20	83.677139	223.020004	9.4	26.485001	91.489998	11.21	36.57	14.93	19.326923	286.889069	289.044037	198.779999	30.93	9.737143	13.45	6.17	11.96	43.290001	35.625	69.57	15.085	21.07
2012-06-21	82.524284	220.570007	9.23	26.4	90.400002	11.23	35.209999	14.54	18.778847	280.778809	282.887878	193.389999	30.139999	9.405714	12.84	5.763999999999999	11.88	43.009998	34.970001	68.0	14.52	21.0
2012-06-22	83.157143	222.160004	9.3	26.565001	90.93	11.04	34.720001	15.88	19.048077	283.893555	286.026031	193.699997	30.700001	9.694285	13.0	5.722	11.8	45.529999	35.889999	68.550003	14.56	21.639999
2012-06-25	81.538574	220.070007	9.32	25.98	90.870003	10.52	34.939999	15.2	18.76923	278.538391	280.630646	192.860001	29.870001	9.575714	12.59	5.644	11.58	44.07	35.037498	67.089996	14.135	21.950001
2012-06-26	81.718575	225.610001	9.3	25.950001	91.690002	11.14	35.74000200000001	14.89	19.038462	280.515503	282.6226200000001	191.949997	30.02	9.542857	12.73	5.612	11.18	44.009998	34.662498	67.410004	14.135	22.040001
2012-06-27	82.071426	225.619995	9.26	26.125	91.32	11.07	34.84	15.35	19.35577	282.810577	284.934937	193.0	30.17	9.498571	13.14	5.818	11.34	44.419998	34.6325	68.059998	14.13	22.790001
2012-06-28	81.292854	221.309998	9.08	25.855	92.919998	11.16	33.720001	14.75	19.423077	280.331726	282.4374390000001	191.399994	29.91	9.622857000000002	13.24	5.63	11.42	43.580002	33.5	67.91999799999999	14.165	22.51
2012-06-29	83.428574	228.350006	9.45	26.809999	95.0	10.95	34.34	15.06	20.038462	288.160797	290.325317	195.580002	30.59	9.784286	13.82	5.8839999999999995	12.1	44.689999	33.362499	69.699997	15.035	22.73
2012-07-02	84.645714	229.320007	9.87	26.415001	94.400002	11.12	34.189999	15.28	19.701923	288.3594970000001	290.525513	195.830002	30.559999	9.692857	13.45	5.874	12.72	46.0	32.974998	69.889999	14.924000000000001	23.74
2012-07-03	85.629997	229.52999900000003	10.12	26.875	94.419998	10.76	34.299999	15.67	19.64423	292.015717	294.209198	195.929993	30.76	10.291429	13.8	6.05	13.14	46.049999	32.830002	70.459999	14.935	24.719999
2012-07-05	87.13428499999998	227.059998	9.8	27.594999	94.0	10.63	34.650002	15.43	19.548077	296.034576	298.2582700000001	195.289993	30.700001	11.674286	13.66	6.072	12.86	46.27	33.712502	70.16999799999999	15.865	26.16
2012-07-06	86.554283	225.050003	9.66	27.219999	93.68	11.0	34.48	15.01	19.23077	291.0967100000001	293.283295	191.410004	30.190001	11.698571	13.4	6.028	12.82	46.360001	33.75	69.510002	15.4445	25.299999
2012-07-09	87.69856999999998	225.050003	9.91	26.76	93.970001	10.91	34.040001000000004	14.55	19.26923	291.111603	293.298309	189.669998	30.0	11.855714	13.22	5.8839999999999995	12.64	45.439999	33.5	69.339996	15.405	24.790001
2012-07-10	86.887146	219.5	9.92	26.83	93.800003	10.72	33.880001	14.18	18.865385	288.97052	291.141144	186.259995	29.74	11.461429	12.82	5.86	12.96	44.759998	34.310001	68.720001	15.5	22.629999
2012-07-11	86.347145	218.369995	10.0	26.334999	94.5	11.09	33.75	14.65	18.923077	283.749481	285.88089	185.25	29.299999	11.662857	12.61	5.837999999999999	13.1	44.279999	33.922501000000004	68.66999799999999	15.455	21.360001
2012-07-12	85.557144	215.360001	9.77	26.309999	94.019997	10.75	33.869999	14.01	18.692308	283.39679	285.525513	183.089996	28.629999	12.138572	12.4	5.694	12.46	43.880001	34.0275	68.400002	15.67	22.139999
2012-07-13	86.424286	218.389999	10.09	26.700001	94.809998	10.82	34.709999	14.17	19.009615	286.397247	288.548553	186.009995	29.389999	12.128572	12.56	5.7860000000000005	12.6	45.849998	34.967499	69.470001	16.285	21.639999
2012-07-16	86.701431	216.00999500000003	9.94	26.1	95.150002	10.97	35.389999	14.98	18.836538	285.602417	287.747742	184.789993	29.440001	11.854285	12.6	5.7860000000000005	12.72	46.150002	34.799999	69.300003	16.059998999999998	21.43
2012-07-17	86.705711	216.929993	10.32	26.125	96.059998	10.8	34.470001	14.46	18.961538	286.50158700000014	288.653656	183.649994	29.66	11.682858	12.37	5.8839999999999995	13.14	45.52	35.125	69.760002	16.110001	23.02
2012-07-18	86.608574	217.470001	10.43	26.365	95.959999	10.23	34.049999	14.47	19.076923	288.503571	290.670685	188.25	30.450001	11.61	13.06	5.76	13.1	45.419998	35.452499	70.260002	16.15	22.700001
2012-07-19	87.760002	226.169998	10.41	26.57	95.949997	10.0	34.66	15.13	19.038462	294.613831	296.826813	195.339996	30.67	11.874286	13.19	5.86	13.1	45.099998	38.105	70.379997	16.315001000000002	24.0
2012-07-20	86.328575	228.289993	10.27	26.485001	95.610001	9.94	33.209999	14.79	19.10577	303.436432	305.715729	192.449997	30.120001	11.688571	12.81	5.892	12.82	44.900002	37.612499	69.739998	16.030001000000002	24.049999
2012-07-23	86.261429	226.00999500000003	9.9	26.24	94.389999	9.66	31.809999	14.22	19.317308	305.766296	308.0630490000001	190.830002	29.280001	11.42	12.98	5.85	12.48	45.610001	37.529999	68.970001	15.615	23.290001
2012-07-24	85.845711	223.039993	9.74	25.93	94.080002	9.33	31.52	14.07	19.201923	301.82193	304.089081	190.339996	29.15	11.484285	12.84	5.85	13.18	43.470001	37.102501	68.349998	15.265	22.51
2012-07-25	82.138573	217.050003	9.81	25.385	93.75	9.47	31.799999	14.18	19.23077	302.030579	304.299286	191.080002	28.83	8.611428	13.09	5.772	12.56	36.18	36.82	68.360001	15.875	21.5
2012-07-26	82.12571700000002	220.00999500000003	9.75	26.190001	95.910004	9.41	30.83	14.0	19.76923	304.698242	306.987	193.949997	29.16	8.144286	13.15	5.816	17.18	35.040001000000004	37.227501	69.400002	15.18	19.68
2012-07-27	83.594284	237.320007	9.88	25.965	97.110001	9.42	30.120001	14.5	20.115385	315.428436	317.797791	196.389999	29.76	8.417143	13.48	5.968	18.08	35.41	37.537498	70.769997	15.69	19.51
2012-07-30	85.004288	236.089996	9.98	25.59	96.459999	9.47	30.530001	14.21	20.0	314.107025	316.466461	196.679993	29.639999	8.25	13.33	5.896	17.799999	36.009998	37.5625	70.699997	15.7087	20.620001
2012-07-31	87.251427	233.300003	9.84	25.295	96.18	9.65	30.280001	15.54	19.951923	314.43988	316.801788	195.979996	29.469999	8.121428	13.54	5.902	17.52	37.41	37.325001	70.309998	15.925	19.959999
2012-08-01	86.687141	232.089996	9.79	24.915001	95.940002	9.48	29.67	14.8	19.932692000000007	314.295807	316.656647	195.179993	29.41	7.785714	13.39	5.896	17.620001000000006	36.57	36.442501	70.029999	15.775	18.82
2012-08-02	86.827141	230.809998	9.72	25.15	95.699997	9.23	29.440001	17.93	19.73077	312.343506	314.689697	194.449997	29.190001	7.695714	13.44	5.84	17.24	36.209999	36.612499	69.550003	15.54	22.0
2012-08-03	87.957146	234.970001	10.01	26.01	97.209999	9.29	29.870001	17.059998999999998	20.153847	318.592865	320.985992	198.520004	29.75	7.701428	13.72	6.016	17.32	36.68	37.264999	70.959999	16.2495	23.4
2012-08-06	88.935715	233.990005	10.25	26.775	96.5	9.37	29.969999	19.059999	20.163462	319.333038	321.73172	198.759995	29.950001	8.112857	14.01	6.026	17.58	38.009998	37.427502	71.139999	16.395	25.43
2012-08-07	88.701431	236.559998	9.31	27.434999	95.800003	9.32	30.459999	20.68	20.307692000000007	318.200409	320.590576	199.929993	30.26	8.271428	14.15	6.064	17.34	38.66	37.875	71.57	16.700001	25.84
2012-08-08	88.55143000000002	234.380005	9.11	26.834999	95.629997	9.39	30.73	21.41	20.201923	319.039948	321.436432	199.029999	30.33	8.257143	14.23	6.06	17.459999	36.77	37.48	71.660004	16.424999	26.459999
2012-08-09	88.675713	234.059998	9.19	26.610001	95.370003	9.07	30.700001	21.700001	20.25	319.099579	321.49649	198.419998	30.5	8.272857	14.71	6.14	17.559998999999998	36.18	37.294998	71.720001	16.545	25.73
2012-08-10	88.814285	232.75	9.21	26.450001	95.300003	9.06	30.389999	21.43	20.288462	318.92569	321.32132	199.289993	30.42	8.557143	14.62	5.99	18.059999	35.099998	36.8325	71.860001	16.665001	25.85
2012-08-13	90.0	232.440002	9.11	26.625	95.629997	9.26	30.43	20.49	20.182692000000007	327.872498	330.335327	199.009995	30.389999	8.558572	14.81	5.84	18.16	33.52	37.395	71.800003	16.455	23.870001
2012-08-14	90.241432	233.190002	9.08	25.975	95.669998	9.28	30.5	20.040001	20.134615	332.169556	334.664673	198.289993	30.129999	8.822857	14.59	5.904	18.360001	33.16	37.34	71.779999	16.525	22.290001
2012-08-15	90.118568	237.419998	9.07	26.035	96.470001	9.26	30.860001	21.1	20.153847	331.61319	334.1040950000001	198.399994	30.200001	9.037143	14.48	6.0120000000000005	19.58	33.959999	37.3125	71.940002	16.379998999999998	22.110001
2012-08-16	90.905716	241.550003	9.1	25.299999	96.480003	9.03	31.07	21.49	20.240385	334.260956	336.771759	200.839996	30.780001	9.187143	14.78	6.324	19.08	33.849998	37.759998	72.489998	16.424999	21.76
2012-08-17	92.587143	241.169998	9.08	25.34	96.139999	9.13	30.9	21.26	20.192308	336.382172	338.908905	201.220001	30.9	9.098572	14.65	6.38	20.059999	33.450001	38.2575	72.629997	16.625	21.5
2012-08-20	95.021431	240.350006	9.33	25.455	96.019997	9.46	30.33	22.459999	20.125	335.5873410000001	338.108093	200.5	30.74	9.177143	14.65	6.414	19.82	33.84	37.432499	72.620003	16.625	20.219999
2012-08-21	93.722855	239.449997	9.56	25.514999	95.290001	9.71	29.540001	24.139999	20.048077	332.5917970000001	335.090088	198.649994	30.799999	9.371428	14.61	6.35	20.299999	34.049999	37.41	72.470001	16.705	19.0
2012-08-22	95.552856	243.100006	9.56	25.43	95.529999	9.53	28.709999	23.93	19.98077	336.402039	338.928925	197.25	30.540001	9.342857	14.64	6.343999999999999	19.42	33.939999	37.294998	72.379997	16.851	17.870001000000006
2012-08-23	94.66143	241.199997	9.4	25.219999	94.739998	9.15	28.16	24.610001	19.846153	336.213257	338.738739	195.699997	30.26	9.15	14.31	6.324	19.440001	33.540001000000004	37.130001	71.839996	16.690001000000002	18.190001
2012-08-24	94.745712	245.740005	9.4	25.305	96.25	9.11	28.24	24.77	20.0	337.122345	339.654663	197.770004	30.559999	9.022857	14.6	6.31	19.639999	34.049999	37.555	72.25	16.34	19.48
2012-08-27	96.525711	243.919998	9.44	25.34	96.639999	9.06	28.700001	25.540001	20.048077	332.4477540000001	334.944946	195.690002	30.690001	8.912857	14.35	6.27	19.5	33.970001	37.435001	72.239998	16.450001	19.110001
2012-08-28	96.400002	246.110001	9.46	25.76	96.57	8.7	29.25	25.700001	20.009615	336.436798	338.963959	194.869995	30.629999	8.992857	14.29	6.21	19.34	34.259998	38.235001	72.230003	16.665001	18.26
2012-08-29	96.209999	247.119995	9.61	25.934999	97.110001	8.61	29.139999	24.200001	20.01923	341.7820430000001	344.349335	195.080002	30.65	9.062857	14.32	6.21	19.48	34.209999	38.220001	72.32	16.775	22.370001
2012-08-30	94.83857	246.220001	9.55	25.83	98.589996	8.55	28.91	19.67	19.846153	338.637482	341.1811830000001	193.369995	30.32	8.64	14.05	6.062	19.299999	33.709999	38.0825	71.779999	16.155001000000002	21.690001
2012-08-31	95.034286	248.270004	9.66	26.145	97.870003	8.65	29.129999	19.99	19.913462	340.331482	342.887878	194.850006	30.82	8.531428	14.03	6.093999999999999	19.459999	33.439999	38.169998	72.209999	16.285	22.0
2012-09-04	96.424286	247.880005	9.69	26.355	98.150002	8.56	29.040001	18.92	19.721153	338.31955	340.8608700000001	194.539993	30.389999	7.99	13.28	6.1	19.76	34.650002	37.814999	72.160004	15.625	24.25
2012-09-05	95.747147	246.220001	9.82	25.985001	98.220001	8.88	28.93	18.65	19.85577	338.1605830000001	340.700714	195.039993	30.389999	7.851428999999999	13.32	6.037999999999999	19.68	35.400002	37.825001	72.160004	15.675	25.77
2012-09-06	96.610001	251.380005	9.71	25.905001	99.980003	9.2	29.27	20.030001	20.490385	347.440247	350.050049	199.100006	31.35	8.092857	13.73	6.3	20.120001	35.450001	38.1875	73.599998	16.35	25.549999
2012-09-07	97.205711	259.140015	9.86	26.110001	99.720001	9.28	29.57	20.440001	20.759615	350.793427	353.428436	199.5	30.950001	8.094286	13.4	6.294	19.940001	35.61000100000001	38.467499	73.959999	16.525	24.82
2012-09-10	94.677139	257.089996	9.81	26.08	100.449997	9.38	29.33	20.790001	20.653847	348.120819	350.735748	200.949997	30.719999	7.988572	13.28	6.28	19.540001	35.29000100000001	38.73	73.519997	16.375	25.07
2012-09-11	94.370003	255.669998	9.67	25.91	99.519997	9.28	30.360001	21.799999	20.759615	343.858521	346.441437	203.270004	30.790001	8.165714	13.44	6.39	20.120001	35.380001	38.9375	73.68	16.809998999999998	26.200001
2012-09-12	95.684288	255.630005	9.36	26.184999	100.889999	9.5	30.299999	22.48	21.048077	343.207764	345.785797	203.770004	30.780001	8.172857	13.59	6.438	20.620001	35.25	38.9025	73.989998	17.075001	25.799999
2012-09-13	97.568573	260.23999	9.66	26.375	102.75	9.45	30.26	22.610001	21.173077	350.73877000000016	353.373383	206.360001	30.940001	8.285714	13.68	6.5420000000000025	20.959999	36.34	40.252499	75.099998	17.34	23.950001
2012-09-14	98.754288	261.269989	9.2	26.504999	102.18	9.27	30.18	24.610001	21.259615	352.54702799999984	355.19519	206.809998	31.209999	8.645715	13.84	6.6560000000000015	21.26	36.060001	41.0825	75.5	18.004998999999994	26.18
2012-09-17	99.968575	258.0	9.14	26.285	102.25	9.23	30.15	23.24	21.201923	352.696045	355.34533700000014	207.149994	31.209999	8.145715	13.46	6.56	21.32	35.810001	40.912498	75.190002	17.9205	25.700001
2012-09-18	100.272858	258.75	9.08	26.045	101.989998	8.96	30.5	23.15	21.384615	356.819244	359.49951200000015	207.070007	31.18	8.008572000000001	13.55	6.58	21.48	34.73	40.1325	75.059998	17.3985	24.77
2012-09-19	100.300003	261.679993	8.94	25.959999	101.879997	9.37	30.620001	23.48	21.567308	361.399445	364.114105	206.429993	31.049999	8.148571	13.71	6.556	22.6	34.900002	40.182499	75.120003	17.545	25.709999
2012-09-20	99.814285	260.809998	8.55	25.775	102.639999	9.15	30.4	22.57	21.567308	361.707428	364.424438	206.179993	31.450001	8.391428999999999	13.61	6.51	22.379999	34.48	40.049999	75.019997	17.48	26.309999
2012-09-21	100.012856	257.470001	9.01	25.75	102.360001	9.07	30.809999	21.200001	21.663462	364.623474	367.362366	205.979996	31.190001	8.255714	13.67	6.5420000000000025	23.26	34.529999	39.622501	75.040001	17.7675	26.780001
2012-09-24	98.684288	254.800003	8.91	25.525	102.610001	9.13	30.25	21.0	21.5	372.268738	375.065063	205.289993	30.780001	8.055715	13.66	6.56	23.559999	33.700001	39.302502	74.510002	17.799999	25.67
2012-09-25	96.220001	252.460007	9.02	26.41	101.440002	9.02	29.450001	20.51	21.451923	372.159454	374.954956	204.979996	30.389999	7.685714	13.41	6.53	23.08	33.740002000000004	39.439999	73.75	17.469998999999998	25.5
2012-09-26	95.025711	249.669998	8.81	26.809999	101.0	9.16	29.690001	20.9	21.25	374.295563	377.107117	204.0	30.17	7.875714	13.18	6.54	22.5	33.240002000000004	39.669998	73.260002	16.85	25.68
2012-09-27	97.331429	256.589996	8.74	27.370001	100.300003	9.23	29.370001	23.110001	21.85577	375.805756	378.628632	205.910004	30.16	7.935714	13.28	6.763999999999999	23.9	33.419998	40.110001	73.989998	16.975	26.24
2012-09-28	95.300003	254.320007	8.77	26.945	100.160004	9.16	29.200001	22.15	21.836538	374.812195	377.627625	207.449997	29.76	7.777143	13.34	6.776	23.42	32.93	39.84	73.650002	16.75	27.049999
2012-10-01	94.19857	252.00999500000003	8.87	26.950001	100.510002	9.47	28.99	21.93	21.93269200000001	378.42868	381.271271	210.470001	29.49	8.007143	13.12	6.7620000000000005	23.040001	31.940001	39.66	73.779999	16.748501	27.76
2012-10-02	94.472855	250.600006	9.36	26.975	99.489998	9.77	28.959999	22.879999	21.913462	376.049164	378.873871	209.839996	29.66	8.065714	13.17	6.746	27.139999	32.389999	40.302502	73.889999	17.049999	27.59
2012-10-03	95.921425	255.919998	9.4	26.305	99.620003	10.16	29.73	22.0	22.028847	378.786346	381.631622	210.50999500000003	29.860001	8.94	13.04	6.766	24.48	32.119999	40.147499	74.160004	16.924999	28.09
2012-10-04	95.257141	260.470001	9.49	27.014999	101.480003	10.14	29.809999	22.549999	22.067308	381.543427	384.409424	210.389999	30.030001	9.524285	13.62	6.8020000000000005	25.379999	33.400002	40.737499	74.720001	17.450001	28.889999
2012-10-05	93.227142	258.51001	9.49	27.125	101.790001	10.28	30.75	20.07	22.23077	381.344727	384.209198	210.589996	29.85	9.508572	13.3	6.77	25.299999	33.490002000000004	40.702499	74.699997	17.485001	28.4
2012-10-08	91.167145	259.059998	9.51	26.754999	101.349998	10.13	30.58	20.26	22.038462	376.471405	379.299286	209.820007	29.780001	10.502857	13.17	6.726	25.08	33.57	40.302502	74.410004	17.25	28.27
2012-10-09	90.835716	250.960007	9.24	26.23	99.639999	9.89	30.639999	20.799999	21.75	369.640839	372.417419	207.990005	29.280001	9.361428	12.89	6.636	25.02	32.52	40.014999	73.660004	17.110001	27.43
2012-10-10	91.558571	244.990005	9.4	26.225	101.559998	9.84	30.6	21.040001	21.567308	369.874329	372.652649	205.820007	28.98	9.357142	12.67	6.6739999999999995	24.08	32.220001	39.895	73.230003	17.15	25.610001
2012-10-11	89.728569	244.220001	9.46	26.280001	98.32	9.75	31.16	21.719999	21.64423	373.311951	376.116119	205.759995	28.950001	9.425714	12.74	6.6320000000000014	23.280001	31.15	40.0075	73.339996	17.395	25.73
2012-10-12	89.958572	242.360001	9.6	25.98	97.550003	10.02	31.6	22.110001	21.615385	369.968719	372.747742	207.800003	29.200001	9.19	12.63	6.638	23.76	31.219999	40.432499	73.019997	17.2995	25.24
2012-10-15	90.68	244.179993	9.56	26.75	96.510002	10.11	32.580002	22.25	21.76923	368.095886	370.86087	208.929993	29.51	9.251429	12.79	6.68	22.66	31.49	40.912498	73.620003	17.315001000000002	25.309999
2012-10-16	92.827141	243.940002	9.62	27.094999	97.0	9.99	32.630001	24.09	21.76923	369.943878	372.722717	211.0	29.49	9.435715	13.16	6.76	22.040001	31.18	42.07	74.379997	17.48	24.85
2012-10-17	92.087143	247.490005	9.99	27.219999	96.779999	10.19	32.66	25.17	22.028847	375.304016	378.123108	200.630005	29.59	9.788571	13.06	6.8260000000000005	21.9	31.09	42.215	74.730003	17.715	25.700001
